ID,nro_remocion,nro_obra,nro_permiso,motivo_obra,tipo_obra,tipo_remocion,fecha_inicio,fecha_fin,propietario,adjudicatario,ejecutante,nro_cont_o_lici,ubicacion,fecha_solicitud,fecha_autorizacion,plazo_autorizado,fecha_recepcion_provisoria,fecha_recepcion_definitiva,inspector,cantidad,longitud,ancho,fecha_alta,Fcrea,Ucrea,Fact,Uact,diametro,tipo_pavimento,tipo_equipo,plazo_total,vigente
382005,1050205,449347,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-28 00:00:00.0,2020-05-06 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,PLACIDO ELLAURI DESDE 3325 HASTA 3325 ENTRE JOSE L OSORIO Y BASILIO PEREIRA DE LA LUZ,2020-03-30 00:00:00.0,2020-03-30 12:10:54.0,20,,,FERNANDO RODRIGUEZ,,2.2,1.5,20200331,31-Mar-20,USR_UCCRIU,31-Mar-20,USR_UCCRIU,0,BALDOSAS ,0,20,N
382006,1050207,449348,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-20 00:00:00.0,2020-05-20 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/126,SANTIAGO NIEVAS DESDE 2120 HASTA 2120 ENTRE AV ITALIA Y JUAN ORTIZ,2020-03-30 00:00:00.0,2020-03-30 12:33:44.0,20,,,CARLOS GUERRA,,5.1,1.5,20200331,31-Mar-20,USR_UCCRIU,31-Mar-20,USR_UCCRIU,0,HORMIGON ,0,20,N
382007,1050208,449348,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,2020-04-20 00:00:00.0,2020-05-20 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/126,SANTIAGO NIEVAS DESDE 2120 HASTA 2120 ENTRE AV ITALIA Y JUAN ORTIZ,2020-03-30 00:00:00.0,2020-03-30 12:33:44.0,20,,,CARLOS GUERRA,,4,1.8,20200331,31-Mar-20,USR_UCCRIU,31-Mar-20,USR_UCCRIU,,ASFALTO,,20,N
382008,1050210,449349,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-05-11 00:00:00.0,2020-05-11 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,VELSEN DESDE 4547 HASTA 4547 ENTRE AMSTERDAM Y SANTIAGO DE ANCA,2020-03-30 00:00:00.0,2020-03-30 12:35:36.0,20,,,FERNANDO RODRIGUEZ,,3,1.5,20200331,31-Mar-20,USR_UCCRIU,31-Mar-20,USR_UCCRIU,0,BALDOSAS HORMIGON ,0,20,N
382009,1050213,449350,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-30 00:00:00.0,2020-05-15 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,BV ESPAÑA DESDE 2921 HASTA 2921 ENTRE ROQUE GRASERAS Y JUAN BENITO BLANCO,2020-03-30 00:00:00.0,2020-03-30 12:42:47.0,20,,,FERNANDO RODRIGUEZ,,4.9,1.2,20200331,31-Mar-20,USR_UCCRIU,31-Mar-20,USR_UCCRIU,0,BALDOSAS HORMIGON ,0,20,N
382010,1050215,449350,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,CORTE ENTERO CIELO ABIERTO,2020-04-30 00:00:00.0,2020-05-15 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,BV ESPAÑA DESDE 2921 HASTA 2921 ENTRE ROQUE GRASERAS Y JUAN BENITO BLANCO,2020-03-30 00:00:00.0,2020-03-30 12:42:47.0,20,,,FERNANDO RODRIGUEZ,,9.4,2,20200331,31-Mar-20,USR_UCCRIU,31-Mar-20,USR_UCCRIU,,ASFALTO,,20,N
382011,1050221,449352,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-16 00:00:00.0,2020-05-07 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,AV COLOMBES DESDE 1590 HASTA 1590 ENTRE FRANCISCO DE CALDAS Y DALMIRO COSTA,2020-03-30 00:00:00.0,2020-03-30 12:52:56.0,20,,,FERNANDO RODRIGUEZ,,5.6,1.5,20200331,31-Mar-20,USR_UCCRIU,31-Mar-20,USR_UCCRIU,0,BALDOSAS HORMIGON ,0,20,N
382014,1050523,449503,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-21 00:00:00.0,2020-05-08 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,18 DE MAYO DESDE 1068 HASTA 1068 ENTRE PEDRO A BOGGIANI Y ELIAS REGULES,2020-04-02 00:00:00.0,2020-04-02 13:15:32.0,15,,,JUAN QUEVEDO,,3.6,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,15,N
382015,1050525,449504,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-05-20 00:00:00.0,2020-06-04 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,AV BURGUES DESDE 3361 HASTA 3361 ENTRE REGIMIENTO 9 Y FLORENCIO ESCARDO,2020-04-02 00:00:00.0,2020-04-02 13:14:27.0,15,,,CLAUDIA MARTINEZ,,4.8,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,15,N
382016,1050527,449505,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-20 00:00:00.0,2020-05-08 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,CNO CIBILS DESDE 4062 HASTA 4062 ENTRE PERU Y BURDEOS,2020-04-02 00:00:00.0,2020-04-02 13:16:20.0,15,,,FERNANDO RODRIGUEZ,,5,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
382017,1050529,449506,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-22 00:00:00.0,2020-06-04 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,REGIMIENTO 9 DESDE 1709 HASTA 1709 ENTRE DARWIN Y MARIANO SOLER,2020-04-02 00:00:00.0,2020-04-02 13:17:25.0,15,,,CLAUDIA MARTINEZ,,4.6,0.8,20200403,3-Apr-20,USR_UCCRIU,23-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,15,N
382018,1050531,449507,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-22 00:00:00.0,2020-05-05 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,EDUARDO PONDAL DESDE 709 HASTA 709 ENTRE MARIA ORTICOCHEA Y AV MILLAN,2020-04-02 00:00:00.0,2020-04-02 13:19:04.0,15,,,JUAN QUEVEDO,,4.4,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,15,N
382020,1050534,449508,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-04-27 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,351959/4,FERNANDO MENCK DESDE 6102 HASTA 6102 ENTRE SDA 1 Y SDA 2,2020-04-02 00:00:00.0,2020-04-02 12:13:16.0,15,,,JUAN QUEVEDO,,2.5,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
382021,1050536,449509,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-22 00:00:00.0,2020-06-08 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,GIBRALTAR DESDE 3863 HASTA 3863 ENTRE SUECIA Y AUSTRIA,2020-04-02 00:00:00.0,2020-04-02 12:17:26.0,15,,,FERNANDO RODRIGUEZ,,2.5,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
382022,1050538,449510,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-22 00:00:00.0,2020-06-17 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,JUAN B VIACABA DESDE 1770 HASTA 1770 ENTRE CHILE Y PORTUGAL,2020-04-02 00:00:00.0,2020-04-02 12:21:05.0,15,,,FERNANDO RODRIGUEZ,,2,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,15,N
382023,1050539,449510,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,2020-04-22 00:00:00.0,2020-06-17 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,JUAN B VIACABA DESDE 1770 HASTA 1770 ENTRE CHILE Y PORTUGAL,2020-04-02 00:00:00.0,2020-04-02 12:21:05.0,15,,,FERNANDO RODRIGUEZ,,2,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,,ASFALTO,,15,N
382032,1050541,449511,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-03 00:00:00.0,2020-07-15 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,JUAN PEREZ DE MARCHENA DESDE 5435 HASTA 5435 ENTRE ITA Y PIRAYU,2020-04-02 00:00:00.0,2020-04-02 12:26:54.0,15,,,JUAN QUEVEDO,,5,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
382033,1050542,449511,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,2020-04-03 00:00:00.0,2020-07-15 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,JUAN PEREZ DE MARCHENA DESDE 5435 HASTA 5435 ENTRE ITA Y PIRAYU,2020-04-02 00:00:00.0,2020-04-02 12:26:54.0,15,,,JUAN QUEVEDO,,2,0.8,20200403,3-Apr-20,USR_UCCRIU,3-Apr-20,USR_UCCRIU,,HORMIGON,,15,N
382053,1043725,446666,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-16 00:00:00.0,2020-04-21 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,SALTO ENTRE SORIANO Y CANELONES,2020-02-17 00:00:00.0,2020-04-03 16:09:01.0,5,,,MARTIN LOPEZ,,104,0.4,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,5,N
382055,1043725,446666,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-16 00:00:00.0,2020-04-21 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,SALTO ENTRE SORIANO Y CANELONES,2020-02-17 00:00:00.0,2020-04-03 16:09:01.0,5,,,MARTIN LOPEZ,,104,0.4,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,5,N
382056,1050580,446666,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,CORTE ENTERO CIELO ABIERTO,2020-04-16 00:00:00.0,2020-04-21 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,SALTO ENTRE CANELONES Y SORIANO,2020-02-17 00:00:00.0,2020-04-03 16:09:01.0,5,,,MARTIN LOPEZ,,11,1,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,,ASFALTO,,5,N
382057,1046056,447624,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-16 00:00:00.0,2020-05-30 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,SORIANO ENTRE HECTOR GUTIERREZ RUIZ Y CARLOS QUIJANO,2020-02-27 00:00:00.0,2020-04-03 16:15:32.0,4,,,JUAN FERREIRA,,98,0.4,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,4,N
382072,1046056,447624,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-16 00:00:00.0,2020-05-30 00:00:00.0,U.T.E.,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,COMPAÑIA ELECTROTECNICA INDUSTRIAL S R L,P50871,SORIANO ENTRE HECTOR GUTIERREZ RUIZ Y CARLOS QUIJANO,2020-02-27 00:00:00.0,2020-04-03 16:15:32.0,4,,,JUAN FERREIRA,,98,0.4,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,4,N
382092,1049956,449234,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,ACERA,2020-05-28 00:00:00.0,2020-05-29 00:00:00.0,MUNICIPIO DE MONTEVIDEO,POSSAMAI CONSTRUCCIONES LTDA.,POSSAMAI CONSTRUCCIONES LTDA.,352960/1,AV 8 DE OCTUBRE DESDE 2919 HASTA 2919 ENTRE CDTE BRAGA Y JAIME CIBILS,2020-03-24 00:00:00.0,2020-04-03 15:47:31.0,10,,,ALICIA DIAZ,1,5,1.2,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,10,N
382112,1050917,449701,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-20 00:00:00.0,2020-04-29 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,355947/1,ALBERTO ZUM FELDE DESDE 2301 HASTA 2301 ENTRE FLAMMARION Y LUIS CLUZEAU MORTET,2020-04-08 00:00:00.0,2020-04-08 15:33:57.0,15,,,CARLOS GUERRA,1,15,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
382132,1050919,449702,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-13 00:00:00.0,2020-05-07 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,355947/1,AV ITALIA DESDE 4280 HASTA 4280 ENTRE AV COLOMBES Y SANTANA,2020-04-08 00:00:00.0,2020-04-08 15:39:34.0,10,,,FERNANDO RODRIGUEZ,1,3.2,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,10,N
382172,1050922,449703,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,ACERA,2020-08-18 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,355947/1,CALLE B DESDE 5875 HASTA 5875 ENTRE PSJE PSJE C Y PSJE 3,2020-04-08 00:00:00.0,2020-04-08 15:44:02.0,20,,,JUAN QUEVEDO,1,5,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,20,S
382173,1050923,449703,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,CORTE ENTERO CIELO ABIERTO,2020-08-18 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,355947/1,CALLE B DESDE 5875 HASTA 5875 ENTRE PSJE PSJE C Y PSJE 3,2020-04-08 00:00:00.0,2020-04-08 15:44:02.0,20,,,JUAN QUEVEDO,1,5,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,,OTROS,,20,S
382174,1050925,449704,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-27 00:00:00.0,2020-06-30 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,355947/1,LIMA DESDE 1789 HASTA 1789 ENTRE REPUBLICA Y JUSTICIA,2020-04-08 00:00:00.0,2020-04-08 15:51:06.0,20,,,MARTIN LOPEZ,1,3,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,20,N
382175,1050926,449704,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,2020-04-27 00:00:00.0,2020-06-30 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,355947/1,LIMA DESDE 1789 HASTA 1789 ENTRE REPUBLICA Y JUSTICIA,2020-04-08 00:00:00.0,2020-04-08 15:51:06.0,20,,,MARTIN LOPEZ,1,5,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,,ASFALTO,,20,N
382192,1050928,449705,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-24 00:00:00.0,2020-05-05 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,355947/1,MESSINA ENTRE AV JOSE PEDRO DURANDEAU Y ALMIRON,2020-04-08 00:00:00.0,2020-04-08 16:01:38.0,20,,,CARLOS GUERRA,1,6,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,TIERRA/CESPED HORMIGON ,0,20,N
382193,1050930,449705,1,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,2020-04-24 00:00:00.0,2020-05-05 00:00:00.0,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,355947/1,MESSINA ENTRE AV JOSE PEDRO DURANDEAU Y ALMIRON,2020-04-08 00:00:00.0,2020-04-08 16:01:38.0,20,,,CARLOS GUERRA,1,1.5,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,,ASFALTO,,20,N
382232,1050546,449513,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-22 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,PESTALOZZI DESDE 4004 HASTA 4004 ENTRE DARWIN Y RAMON MARQUEZ,2020-04-02 00:00:00.0,2020-04-02 12:02:39.0,15,,,CLAUDIA MARTINEZ,,4.5,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
382252,1050548,449514,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-22 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,PSJE 1 ENTRE PNAL 8 MTS Y CALLE B,2020-04-02 00:00:00.0,2020-04-02 12:05:03.0,15,,,JUAN QUEVEDO,,5,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,N
382272,1050550,449515,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-22 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,REGIMIENTO 9 DESDE 1704 HASTA 1704 ENTRE DARWIN Y MARIANO SOLER,2020-04-02 00:00:00.0,2020-04-02 12:07:07.0,15,,,CLAUDIA MARTINEZ,,5,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,15,N
382292,1050552,449516,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-05-07 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,AV GRAL SAN MARTIN DESDE 3267 HASTA 3267 ENTRE DR MAGESTED Y PSJE ECHEMENDY,2020-04-02 00:00:00.0,2020-04-02 12:11:41.0,7,,,CLAUDIA MARTINEZ,,9,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,7,N
382293,1050553,449516,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,2020-05-07 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,AV GRAL SAN MARTIN DESDE 3267 HASTA 3267 ENTRE DR MAGESTED Y PSJE ECHEMENDY,2020-04-02 00:00:00.0,2020-04-02 12:11:41.0,7,,,CLAUDIA MARTINEZ,,5.5,0.8,20200413,13-Apr-20,USR_UCCRIU,13-Apr-20,USR_UCCRIU,,HORMIGON,,7,N
382312,1051294,449892,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,2020-05-18 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,CNO EDISON ENTRE BADAJOZ Y FFCC VIA FERREA,2020-04-13 00:00:00.0,2020-04-13 10:13:15.0,10,,,JUAN QUEVEDO,,4.6,0.8,20200415,15-Apr-20,USR_UCCRIU,15-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,10,N
382313,1051295,449892,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,CORTE ENTERO CIELO ABIERTO,2020-05-18 00:00:00.0,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,CNO EDISON ENTRE FFCC VIA FERREA Y BADAJOZ,2020-04-13 00:00:00.0,2020-04-13 10:13:15.0,10,,,JUAN QUEVEDO,,5,0.8,20200415,15-Apr-20,USR_UCCRIU,15-Apr-20,USR_UCCRIU,,ASFALTO,,10,N
382314,1051291,449891,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,CALLE 5 ENTRE CALLE 1 Y CORNELIO GUERRA,2020-04-13 00:00:00.0,2020-04-13 10:11:40.0,20,,,JUAN QUEVEDO,,1,0.8,20200415,15-Apr-20,USR_UCCRIU,15-Apr-20,USR_UCCRIU,0,HORMIGON ,0,20,
382315,1051292,449891,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,MEDIO CORTE CIELO ABIERTO,,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,CALLE 5 ENTRE CALLE 1 Y CORNELIO GUERRA,2020-04-13 00:00:00.0,2020-04-13 10:11:40.0,20,,,JUAN QUEVEDO,,2,0.8,20200415,15-Apr-20,USR_UCCRIU,15-Apr-20,USR_UCCRIU,,ASFALTO,,20,
382316,1051289,449889,1,REPARACION REDES DE SANEAMIENTO,PERMISO OBRA VIA PUBLICA,ACERA,,,MUNICIPIO DE MONTEVIDEO,GIBEROL S.A.,GIBEROL S.A.,352959/4,CALLE 2 ENTRE CNO DE LAS TROPAS Y CALLE 1,2020-04-13 00:00:00.0,2020-04-13 10:10:02.0,15,,,MARTIN LOPEZ,,4,0.8,20200415,15-Apr-20,USR_UCCRIU,15-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,15,
382332,1048841,448724,1,CONSTRUCCION DE CAMARAS,INTERVENCION MENOR,ACERA,2020-04-18 00:00:00.0,2020-04-30 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,JUJUY ENTRE NERSES OUNANIAN Y GRAL FARIAS,2020-03-13 00:00:00.0,2020-03-17 11:39:47.0,3,,,CLAUDIA MARTINEZ,1,3,0.6,20200415,15-Apr-20,USR_UCCRIU,15-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,3,N
382333,1046621,447819,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-04-28 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,CNEL SANTIAGO ARTIGAS ENTRE ANASTASIO ARTIGAS Y AV LUIS BATLLE BERRES,2020-03-02 00:00:00.0,2020-03-17 09:44:02.0,5,,,MARTIN LOPEZ,,48,0.6,20200415,15-Apr-20,USR_UCCRIU,15-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,5,N
382334,1048831,448722,1,TENDIDO DE CABLE SUBTERRANEO,PERMISO OBRA VIA PUBLICA,ACERA,,2020-05-22 00:00:00.0,A.N.TEL.,GOFINAL S.A.,GOFINAL S.A.,H033640001,PILAR BASTIDA ENTRE CNO PASO DE MORLAN Y CNO SANFUENTES,2020-03-13 00:00:00.0,2020-03-17 11:29:21.0,7,,,FERNANDO RODRIGUEZ,,48,0.6,20200415,15-Apr-20,USR_UCCRIU,15-Apr-20,USR_UCCRIU,0,TIERRA/CESPED ,0,7,N
382336,1021678,420325,21,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-17 00:00:00.0,,OBRAS SANITARIAS DEL ESTADO,BYCIC LIMITADA,BYCIC LIMITADA,17440,PARAGUAY ENTRE CERRO LARGO Y GALICIA,2019-10-09 00:00:00.0,2020-04-15 17:51:03.0,4,,,JUAN FERREIRA,70,28,0.4,20200416,16-Apr-20,USR_UCCRIU,16-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,4,N
382338,1021678,420325,21,CONEXIONES DOMICILIARIAS,PERMISO OBRA VIA PUBLICA,ACERA,2020-04-17 00:00:00.0,,OBRAS SANITARIAS DEL ESTADO,BYCIC LIMITADA,BYCIC LIMITADA,17440,PARAGUAY ENTRE CERRO LARGO Y GALICIA,2019-10-09 00:00:00.0,2020-04-15 17:51:03.0,4,,,JUAN FERREIRA,70,28,0.4,20200416,16-Apr-20,USR_UCCRIU,16-Apr-20,USR_UCCRIU,0,BALDOSAS ,0,4,N
